name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Hyderabadi Biryani,lunch,487,18.6,34.1,23.6,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Stir Fry,lunch,560,6.5,54.8,12.8,vegan,north_indian,0,balanced|beginner
Fish Curry Rice,lunch,380,13.3,37.1,16.4,non_vegetarian,north_indian,1,weight_loss|light
Hyderabadi Biryani,lunch,504,16.6,26.6,19.3,non_vegetarian,north_indian,1,weight_loss|light
Dal Rice,lunch,387,24.8,36.9,19.5,vegetarian,mixed,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,375,18.3,48.1,17.7,vegan,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,245,19.0,17.3,8.9,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,590,11.8,32.4,22.8,vegetarian,mixed,0,improve_stamina|carb_rich
Roti Sabji,dinner,425,10.2,52.5,4.4,vegetarian,mixed,0,balanced|beginner
Paneer Cubes,snack,124,6.5,16.5,2.5,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,522,12.7,46.3,9.1,vegetarian,mixed,1,improve_stamina|carb_rich
Vegetable Soup,dinner,475,9.4,45.9,13.7,vegan,north_indian,0,balanced|beginner
Grilled Chicken,dinner,374,24.2,51.9,4.4,non_vegetarian,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,363,6.9,44.6,14.5,vegetarian,mixed,1,balanced|beginner
Paneer Sandwich,breakfast,222,14.5,21.7,6.6,vegetarian,north_indian,1,muscle_gain|high_protein
Buttermilk,snack,116,2.6,21.5,1.1,vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,342,10.1,49.3,8.6,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,632,30.3,75.8,24.9,vegetarian,south_indian,0,muscle_gain|high_protein
Paneer Sandwich,breakfast,403,11.7,45.5,15.8,vegetarian,mixed,1,weight_loss|light
Vegetable Soup,dinner,603,46.5,46.5,13.6,vegan,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,242,2.4,34.6,8.3,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Salad,snack,293,16.2,36.6,6.1,vegan,south_indian,0,balanced|beginner
Masala Omelette,breakfast,358,7.6,57.4,7.7,non_vegetarian,mixed,1,balanced|beginner
Paneer Sandwich,breakfast,238,4.1,45.2,2.4,vegetarian,mixed,1,weight_loss|light
Sabudana Khichdi,breakfast,438,20.8,55.7,10.8,vegetarian,mixed,1,muscle_gain|high_protein
Thepla,breakfast,262,7.9,46.5,2.6,vegetarian,mixed,1,improve_stamina|carb_rich
Corn Chaat,snack,144,3.5,12.7,7.5,vegan,mixed,1,balanced|beginner
Sabudana Khichdi,breakfast,208,13.5,15.5,8.4,vegetarian,south_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,366,12.4,48.8,10.2,non_vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,582,10.6,63.3,20.2,vegetarian,north_indian,0,balanced|beginner
Fish Curry Rice,lunch,382,18.4,41.3,14.1,non_vegetarian,north_indian,1,weight_loss|light
Dal Tadka,dinner,369,17.9,60.9,10.5,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,677,11.8,58.6,12.3,vegetarian,north_indian,0,balanced|beginner
Protein Shake,snack,88,5.2,6.9,3.6,vegetarian,south_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,276,9.8,27.2,11.8,vegan,north_indian,1,weight_loss|light
Buttermilk,snack,100,1.6,17.3,1.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Rajma Chawal,lunch,449,16.7,59.2,12.2,vegetarian,mixed,1,muscle_gain|high_protein
Dal Tadka,dinner,614,11.1,72.6,21.4,vegetarian,mixed,0,improve_stamina|carb_rich
Idli Sambar,breakfast,221,7.1,36.4,3.3,vegetarian,mixed,1,weight_loss|light
Paneer Bhurji,dinner,415,13.2,35.5,4.7,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Bhurji,dinner,673,13.4,42.8,17.4,vegetarian,mixed,0,improve_stamina|carb_rich
Buttermilk,snack,87,8.2,8.4,1.5,vegetarian,mixed,1,muscle_gain|high_protein
Egg Curry,dinner,665,23.1,47.2,29.4,non_vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Cubes,snack,185,5.3,17.2,8.9,vegetarian,south_indian,1,improve_stamina|carb_rich
Kadhi Rice,lunch,640,41.6,39.6,22.0,vegetarian,north_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,416,8.7,31.0,22.0,non_vegetarian,mixed,0,weight_loss|light
Roti Sabji,dinner,596,23.4,47.1,23.0,vegetarian,mixed,0,balanced|beginner
Vegetable Poha,breakfast,376,12.0,35.9,12.9,vegetarian,north_indian,1,weight_loss|light
Thepla,breakfast,358,4.7,40.6,16.5,vegetarian,north_indian,1,balanced|beginner
Roasted Chana,snack,196,12.3,25.6,3.2,vegan,south_indian,1,weight_loss|light
Vegetable Poha,breakfast,326,13.7,39.9,12.2,vegetarian,north_indian,1,balanced|beginner
Masala Omelette,breakfast,155,4.3,25.6,2.5,non_vegetarian,north_indian,0,balanced|beginner
Vegetable Soup,dinner,368,18.4,42.2,10.7,vegan,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,621,16.6,48.9,21.9,non_vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,171,7.4,13.7,8.1,vegan,north_indian,1,balanced|beginner
Peanut Chaat,snack,254,8.4,29.4,9.2,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,377,23.5,23.9,5.8,vegetarian,south_indian,1,muscle_gain|high_protein
Dal Rice,lunch,435,26.2,52.1,18.6,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,612,41.4,44.6,10.3,non_vegetarian,south_indian,1,muscle_gain|high_protein
Masala Omelette,breakfast,358,7.9,21.7,15.8,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,414,17.8,38.0,16.4,vegetarian,mixed,1,balanced|beginner
Thepla,breakfast,395,22.8,27.0,24.6,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Poha,breakfast,255,6.6,31.0,9.3,vegetarian,mixed,1,improve_stamina|carb_rich
Protein Shake,snack,91,10.7,5.6,2.1,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,695,6.5,78.1,21.9,non_vegetarian,south_indian,0,weight_loss|light
Thepla,breakfast,420,29.2,51.9,6.9,vegetarian,mixed,1,muscle_gain|high_protein
Buttermilk,snack,91,7.5,9.6,1.7,vegetarian,mixed,1,balanced|beginner
Vegetable Soup,dinner,548,36.9,71.3,12.2,vegan,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,687,18.5,36.3,21.2,non_vegetarian,north_indian,0,balanced|beginner
Kadhi Rice,lunch,383,30.1,28.4,18.3,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,318,21.2,22.2,10.4,vegan,north_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,406,7.5,55.4,4.4,vegetarian,north_indian,1,weight_loss|light
Fish Curry Rice,lunch,361,6.5,56.9,8.7,non_vegetarian,north_indian,0,balanced|beginner
Buttermilk,snack,196,4.0,22.1,8.4,vegetarian,mixed,1,balanced|beginner
Sabudana Khichdi,breakfast,406,20.4,31.8,5.2,vegetarian,south_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,356,6.8,65.3,9.1,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Fish Fry,dinner,519,17.4,62.9,13.7,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,390,18.9,47.3,6.1,vegetarian,mixed,1,weight_loss|light
Dal Rice,lunch,604,15.9,51.4,22.7,vegetarian,mixed,0,improve_stamina|carb_rich
Thepla,breakfast,304,20.9,27.5,9.6,vegetarian,mixed,1,muscle_gain|high_protein
Corn Chaat,snack,126,2.3,20.1,2.9,vegan,north_indian,1,weight_loss|light
Fruit Bowl,breakfast,228,13.4,16.1,10.2,vegan,north_indian,1,muscle_gain|high_protein
Buttermilk,snack,299,7.4,34.2,12.1,vegetarian,mixed,0,balanced|beginner
Fruit Bowl,breakfast,335,8.2,31.9,21.9,vegan,north_indian,0,balanced|beginner
Chicken Curry Rice,lunch,564,8.5,63.2,21.7,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Roti Sabji,dinner,406,19.2,53.6,11.6,vegetarian,south_indian,1,balanced|beginner
Hyderabadi Biryani,lunch,571,35.4,24.5,23.7,non_vegetarian,north_indian,0,muscle_gain|high_protein
Protein Shake,snack,255,7.1,37.3,4.4,vegetarian,mixed,1,weight_loss|light
Vegetable Soup,dinner,466,29.3,38.7,17.4,vegan,mixed,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,452,6.6,50.6,21.9,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Cubes,snack,144,7.1,18.2,3.5,vegetarian,north_indian,1,improve_stamina|carb_rich
Boiled Eggs,snack,203,14.2,17.2,6.8,non_vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,434,11.3,52.0,16.2,vegetarian,mixed,0,balanced|beginner
Fish Fry,dinner,353,12.9,65.1,5.2,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,561,20.1,57.5,7.3,non_vegetarian,north_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,289,7.5,34.9,5.0,vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,239,7.1,43.0,2.2,vegan,south_indian,1,weight_loss|light
Sabudana Khichdi,breakfast,260,7.3,29.3,10.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Boiled Eggs,snack,205,6.3,22.9,7.9,non_vegetarian,south_indian,1,balanced|beginner
Boiled Eggs,snack,82,4.1,7.1,3.4,non_vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,696,12.1,46.3,16.6,vegetarian,north_indian,0,weight_loss|light
Grilled Chicken,dinner,534,46.6,50.0,5.7,non_vegetarian,south_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,152,8.1,19.8,3.1,vegetarian,south_indian,0,balanced|beginner
Thepla,breakfast,271,4.7,37.3,9.0,vegetarian,north_indian,1,balanced|beginner
Roti Sabji,dinner,377,19.1,32.5,3.9,vegetarian,north_indian,1,weight_loss|light
Mixed Veg Curry,dinner,582,15.4,52.2,20.1,vegetarian,mixed,1,balanced|beginner
Paneer Cubes,snack,157,4.0,27.2,2.2,vegetarian,mixed,1,balanced|beginner
Corn Chaat,snack,220,6.7,32.2,5.2,vegan,north_indian,1,balanced|beginner
Pav Bhaji,lunch,673,16.5,62.4,17.4,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Bhurji,dinner,653,17.9,49.7,18.7,vegetarian,mixed,0,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,385,9.8,34.8,11.3,non_vegetarian,mixed,1,weight_loss|light
Boiled Eggs,snack,83,1.7,11.4,2.7,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,86,4.6,8.1,3.2,vegetarian,mixed,1,muscle_gain|high_protein
Protein Shake,snack,266,19.1,29.8,5.5,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,598,17.5,55.5,17.6,non_vegetarian,north_indian,1,balanced|beginner
Sprouts Salad,snack,160,3.0,26.2,3.4,vegan,north_indian,1,improve_stamina|carb_rich
Upma,breakfast,317,20.9,39.1,5.8,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,570,15.9,32.6,25.0,non_vegetarian,south_indian,0,balanced|beginner
Idli Sambar,breakfast,398,19.9,50.8,18.0,vegetarian,mixed,1,weight_loss|light
Vegetable Khichdi,lunch,615,8.8,47.9,16.9,vegetarian,south_indian,0,balanced|beginner
Fruit Salad,snack,91,2.2,16.9,0.8,vegan,mixed,1,improve_stamina|carb_rich
Boiled Eggs,snack,300,10.8,40.9,7.7,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Kadhi Rice,lunch,644,37.8,20.9,14.3,vegetarian,mixed,1,muscle_gain|high_protein
Fruit Salad,snack,168,4.1,17.1,7.8,vegan,north_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,413,6.1,54.3,15.4,vegan,mixed,0,weight_loss|light
Buttermilk,snack,85,2.1,9.3,3.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,249,8.2,36.2,5.7,vegetarian,south_indian,1,weight_loss|light
Tofu Scramble,breakfast,195,7.0,29.9,3.5,vegan,north_indian,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,189,9.3,18.6,6.9,vegetarian,north_indian,1,muscle_gain|high_protein
Corn Chaat,snack,246,10.8,14.5,13.9,vegan,north_indian,1,weight_loss|light
Egg Curry,dinner,445,11.3,36.5,21.9,non_vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Cubes,snack,240,16.0,21.9,7.7,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,658,21.7,44.6,30.5,vegetarian,mixed,0,balanced|beginner
Egg Curry,dinner,470,15.7,76.0,15.1,non_vegetarian,north_indian,1,balanced|beginner
Vegetable Soup,dinner,471,14.4,48.3,15.6,vegan,mixed,1,weight_loss|light
Fruit Bowl,breakfast,258,16.5,33.7,4.1,vegan,mixed,1,muscle_gain|high_protein
Sprouts Salad,snack,287,19.6,33.2,8.6,vegan,north_indian,1,weight_loss|light
Roti Sabji,dinner,422,19.5,58.6,8.4,vegetarian,mixed,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,567,26.3,65.9,10.7,vegan,north_indian,1,improve_stamina|carb_rich
Paneer Cubes,snack,112,4.2,16.1,2.4,vegetarian,south_indian,1,improve_stamina|carb_rich
Protein Shake,snack,259,8.6,33.6,7.7,vegetarian,south_indian,1,weight_loss|light
Sprouts Salad,snack,194,7.9,11.9,11.0,vegan,north_indian,1,weight_loss|light
Sprouts Salad,snack,115,6.1,7.5,5.7,vegan,north_indian,1,balanced|beginner
Fish Fry,dinner,532,8.0,75.6,13.0,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Stir Fry,lunch,612,14.7,70.8,16.9,vegan,north_indian,1,weight_loss|light
Paneer Roti,lunch,520,24.4,56.7,17.3,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,467,7.0,42.1,23.1,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,566,14.1,54.5,21.2,vegan,mixed,1,balanced|beginner
Fruit Salad,snack,270,9.3,40.7,5.4,vegan,north_indian,0,improve_stamina|carb_rich
Kadhi Rice,lunch,529,23.9,58.2,11.7,vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,283,3.8,52.5,3.9,vegetarian,mixed,1,balanced|beginner
Pav Bhaji,lunch,453,5.2,43.9,7.6,vegetarian,north_indian,0,balanced|beginner
Sprouts Salad,snack,255,3.7,31.7,10.3,vegan,south_indian,1,weight_loss|light
Vegetable Khichdi,lunch,580,15.4,33.9,18.2,vegetarian,south_indian,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,278,14.6,37.3,5.3,vegetarian,north_indian,1,muscle_gain|high_protein
Upma,breakfast,240,8.5,27.5,8.5,vegetarian,north_indian,1,balanced|beginner
Hyderabadi Biryani,lunch,670,42.8,28.7,12.3,non_vegetarian,mixed,1,muscle_gain|high_protein
Grilled Chicken,dinner,652,13.7,47.2,32.3,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Sandwich,breakfast,160,5.8,14.8,7.2,vegetarian,mixed,0,balanced|beginner
Pav Bhaji,lunch,486,11.8,60.5,13.0,vegetarian,north_indian,0,balanced|beginner
Boiled Eggs,snack,168,5.5,16.0,7.6,non_vegetarian,mixed,1,balanced|beginner
Egg Curry,dinner,408,18.4,60.8,13.9,non_vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,384,18.9,22.6,19.5,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,107,5.1,14.2,2.4,vegetarian,mixed,1,muscle_gain|high_protein
Tofu Scramble,breakfast,244,11.9,45.3,4.8,vegan,mixed,1,balanced|beginner
Corn Chaat,snack,298,4.6,43.6,9.0,vegan,mixed,1,weight_loss|light
Tofu Curry,dinner,441,19.7,51.8,22.8,vegan,north_indian,0,muscle_gain|high_protein
Roasted Chana,snack,245,9.5,21.8,11.1,vegan,south_indian,1,muscle_gain|high_protein
Sprouts Salad,snack,81,7.8,5.8,2.2,vegan,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,163,2.7,20.8,6.2,vegetarian,north_indian,0,improve_stamina|carb_rich
Dal Rice,lunch,521,15.9,51.7,20.8,vegetarian,mixed,1,balanced|beginner
Vegetable Khichdi,lunch,393,7.5,58.9,13.1,vegetarian,north_indian,1,weight_loss|light
Sabudana Khichdi,breakfast,407,12.5,54.1,17.2,vegetarian,south_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,688,14.2,55.4,31.8,vegan,mixed,0,weight_loss|light
Paneer Sandwich,breakfast,317,5.7,57.6,4.3,vegetarian,north_indian,1,weight_loss|light
Paneer Bhurji,dinner,698,19.5,37.4,21.8,vegetarian,north_indian,0,improve_stamina|carb_rich
Dal Tadka,dinner,419,35.2,20.4,6.6,vegetarian,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,289,8.2,35.8,10.0,non_vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,194,4.0,31.9,3.9,vegetarian,mixed,1,weight_loss|light
Roti Sabji,dinner,573,19.2,79.1,14.4,vegetarian,north_indian,1,balanced|beginner
Protein Shake,snack,117,6.9,13.4,3.0,vegetarian,south_indian,1,muscle_gain|high_protein
Fish Fry,dinner,482,12.8,67.0,24.0,non_vegetarian,mixed,0,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,372,9.6,43.5,14.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Fish Curry Rice,lunch,671,10.2,77.1,22.3,non_vegetarian,north_indian,0,weight_loss|light
Masala Omelette,breakfast,150,4.5,11.7,8.1,non_vegetarian,mixed,0,balanced|beginner
Oats with Milk,breakfast,436,19.1,35.5,3.8,vegetarian,north_indian,0,balanced|beginner
Pav Bhaji,lunch,459,14.8,26.5,12.5,vegetarian,north_indian,1,balanced|beginner
Protein Shake,snack,279,7.5,30.4,11.7,vegetarian,south_indian,0,balanced|beginner
Mixed Veg Curry,dinner,358,17.0,36.2,14.9,vegetarian,south_indian,1,weight_loss|light
Tofu Curry,dinner,532,11.0,61.9,18.4,vegan,north_indian,0,balanced|beginner
Dal Tadka,dinner,541,14.7,71.0,14.8,vegetarian,north_indian,1,weight_loss|light
Upma,breakfast,230,6.9,21.1,16.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Scramble,breakfast,422,18.4,22.4,13.6,vegan,north_indian,0,balanced|beginner
Fruit Bowl,breakfast,198,10.0,29.7,2.6,vegan,south_indian,1,balanced|beginner
Pav Bhaji,lunch,589,16.8,26.2,18.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,158,3.4,15.2,7.9,vegan,north_indian,1,balanced|beginner
Tofu Stir Fry,lunch,369,25.7,38.3,9.8,vegan,north_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,315,4.9,27.2,17.9,vegetarian,north_indian,1,weight_loss|light
Idli Sambar,breakfast,407,7.9,26.5,15.8,vegetarian,north_indian,1,weight_loss|light
Dal Tadka,dinner,596,58.7,48.3,6.7,vegetarian,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,229,4.9,25.9,9.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,451,28.4,52.5,10.1,vegetarian,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,557,35.8,61.2,20.0,non_vegetarian,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,134,4.3,10.8,7.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Masala Omelette,breakfast,254,9.2,40.3,4.0,non_vegetarian,mixed,1,balanced|beginner
Buttermilk,snack,275,4.9,40.5,7.9,vegetarian,north_indian,1,weight_loss|light
Pav Bhaji,lunch,501,18.6,30.1,14.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,370,25.0,32.2,12.4,vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,555,20.6,37.7,22.8,vegetarian,north_indian,0,muscle_gain|high_protein
Grilled Chicken,dinner,659,30.4,47.5,25.4,non_vegetarian,mixed,0,weight_loss|light
Roasted Chana,snack,167,5.9,26.3,2.8,vegan,mixed,1,improve_stamina|carb_rich
Idli Sambar,breakfast,315,10.3,47.8,6.4,vegetarian,mixed,1,improve_stamina|carb_rich
Kadhi Rice,lunch,464,12.9,55.9,16.9,vegetarian,mixed,1,improve_stamina|carb_rich
Kadhi Rice,lunch,648,12.3,77.1,19.3,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,145,7.5,14.6,5.0,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,632,9.9,49.3,16.5,vegetarian,north_indian,0,weight_loss|light
Upma,breakfast,186,7.7,19.0,7.1,vegetarian,north_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,686,30.6,73.3,16.3,vegetarian,north_indian,0,weight_loss|light
Egg Curry,dinner,607,9.6,81.6,14.8,non_vegetarian,south_indian,0,balanced|beginner
Pav Bhaji,lunch,400,8.1,60.1,3.1,vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,231,5.5,38.4,4.8,vegan,north_indian,1,balanced|beginner
Grilled Chicken,dinner,597,16.1,52.9,12.0,non_vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,479,11.9,31.4,11.6,non_vegetarian,mixed,0,balanced|beginner
Roti Sabji,dinner,621,22.6,82.3,10.0,vegetarian,north_indian,1,balanced|beginner
Pav Bhaji,lunch,564,14.9,69.6,24.2,vegetarian,north_indian,0,improve_stamina|carb_rich
Idli Sambar,breakfast,440,16.3,58.7,19.0,vegetarian,north_indian,0,improve_stamina|carb_rich
Thepla,breakfast,174,6.7,27.3,2.7,vegetarian,mixed,1,weight_loss|light
Rajma Chawal,lunch,693,16.7,42.4,36.9,vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Khichdi,lunch,403,15.0,52.8,15.5,vegetarian,north_indian,1,weight_loss|light
Fruit Bowl,breakfast,225,12.8,25.8,6.7,vegan,north_indian,1,balanced|beginner
Paneer Sandwich,breakfast,269,10.9,30.5,5.7,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,198,9.2,12.1,10.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Roti Sabji,dinner,380,25.1,50.5,11.0,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,293,11.6,36.8,8.4,vegetarian,south_indian,0,balanced|beginner
Paneer Bhurji,dinner,353,12.8,33.4,15.5,vegetarian,north_indian,1,weight_loss|light
Fish Curry Rice,lunch,665,27.1,53.8,12.1,non_vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,606,7.7,68.4,14.2,vegetarian,south_indian,0,balanced|beginner
Dal Tadka,dinner,378,12.2,53.0,16.5,vegetarian,north_indian,1,balanced|beginner
Chicken Curry Rice,lunch,533,16.2,64.0,14.2,non_vegetarian,mixed,1,weight_loss|light
Vegetable Poha,breakfast,195,5.1,32.3,3.3,vegetarian,north_indian,1,weight_loss|light
Roasted Chana,snack,159,5.5,15.4,6.9,vegan,south_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,559,26.5,27.0,15.7,non_vegetarian,north_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,387,12.9,49.9,11.6,non_vegetarian,north_indian,1,weight_loss|light
Paneer Cubes,snack,132,2.7,16.8,4.8,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,655,36.3,45.6,14.0,non_vegetarian,north_indian,1,muscle_gain|high_protein
Sprouts Salad,snack,231,13.8,13.9,11.3,vegan,north_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,160,5.9,17.5,6.0,vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,197,5.4,29.2,4.8,vegan,mixed,1,improve_stamina|carb_rich
Kadhi Rice,lunch,611,13.4,45.9,13.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,440,39.7,20.1,14.0,vegan,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,186,9.3,26.1,3.3,vegan,north_indian,1,balanced|beginner
Paneer Bhurji,dinner,687,16.8,103.1,9.3,vegetarian,north_indian,0,improve_stamina|carb_rich
Upma,breakfast,339,15.7,26.8,21.7,vegetarian,south_indian,0,balanced|beginner
Chicken Curry Rice,lunch,547,27.0,48.4,16.4,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,650,8.4,90.7,15.2,vegan,mixed,0,weight_loss|light
Egg Curry,dinner,652,37.0,62.2,9.1,non_vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,372,31.5,19.2,15.5,vegan,mixed,1,muscle_gain|high_protein
Paneer Cubes,snack,126,6.0,10.9,5.4,vegetarian,mixed,1,muscle_gain|high_protein
