name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Sabudana Khichdi 1731,breakfast,315,6.4,35.2,23.2,vegetarian,gujarati,0,weight_loss|light
Idli Sambar 1732,breakfast,407,7.9,26.5,15.8,vegetarian,gujarati,1,weight_loss|light
Dal Tadka 1733,dinner,596,38.3,31.5,4.4,vegetarian,kerala,0,muscle_gain|high_protein
Peanut Chaat 1734,snack,229,12.1,63.7,23.8,vegetarian,rajasthani,0,improve_stamina|carb_rich
Pav Bhaji 1735,lunch,451,42.6,78.6,15.2,vegetarian,punjabi,1,muscle_gain|high_protein
Egg Curry 1736,dinner,557,35.8,61.2,20.0,non_vegetarian,south_indian,0,muscle_gain|high_protein
Peanut Chaat 1737,snack,134,8.5,21.1,13.7,vegetarian,kerala,1,improve_stamina|carb_rich
Masala Omelette 1738,breakfast,254,16.9,74.2,7.3,non_vegetarian,maharashtrian,1,balanced|beginner
Buttermilk 1739,snack,275,7.0,58.3,11.4,vegetarian,rajasthani,1,weight_loss|light
Pav Bhaji 1740,lunch,501,18.6,30.1,14.7,vegetarian,rajasthani,0,improve_stamina|carb_rich
Paneer Sandwich 1741,breakfast,370,40.5,52.1,20.0,vegetarian,bengali,0,muscle_gain|high_protein
Pav Bhaji 1742,lunch,555,20.6,37.7,22.8,vegetarian,gujarati,0,muscle_gain|high_protein
Grilled Chicken 1743,dinner,659,16.0,25.0,13.4,non_vegetarian,mixed,0,weight_loss|light
Roasted Chana 1744,snack,167,13.3,59.2,6.2,vegan,hyderabadi,1,improve_stamina|carb_rich
Idli Sambar 1745,breakfast,315,15.9,73.7,9.8,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Kadhi Rice 1746,lunch,464,16.3,70.9,21.4,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Kadhi Rice 1747,lunch,648,7.4,46.3,11.6,vegetarian,south_indian,0,balanced|beginner
Peanut Chaat 1748,snack,145,33.9,66.4,22.8,vegetarian,north_indian,0,muscle_gain|high_protein
Dal Tadka 1749,dinner,632,9.9,49.3,16.5,vegetarian,bengali,0,weight_loss|light
Upma 1750,breakfast,186,26.4,65.0,24.4,vegetarian,rajasthani,0,muscle_gain|high_protein
Kadhi Rice 1751,lunch,686,19.9,47.6,10.6,vegetarian,rajasthani,0,weight_loss|light
Egg Curry 1752,dinner,607,5.2,44.2,8.0,non_vegetarian,kerala,0,balanced|beginner
Pav Bhaji 1753,lunch,400,8.1,60.1,3.1,vegetarian,rajasthani,1,weight_loss|light
Corn Chaat 1754,snack,231,5.5,38.4,4.8,vegan,rajasthani,1,balanced|beginner
Grilled Chicken 1755,dinner,597,16.1,52.9,12.0,non_vegetarian,maharashtrian,0,weight_loss|light
Egg Curry 1756,dinner,479,11.9,31.4,11.6,non_vegetarian,mixed,1,balanced|beginner
Roti Sabji 1757,dinner,621,14.3,52.1,6.3,vegetarian,gujarati,0,balanced|beginner
Pav Bhaji 1758,lunch,564,14.9,69.6,24.2,vegetarian,rajasthani,0,improve_stamina|carb_rich
Idli Sambar 1759,breakfast,440,16.3,58.7,19.0,vegetarian,north_indian,0,improve_stamina|carb_rich
Thepla 1760,breakfast,174,18.1,74.1,7.3,vegetarian,maharashtrian,1,weight_loss|light
Rajma Chawal 1761,lunch,693,8.5,21.6,18.8,vegetarian,bengali,0,improve_stamina|carb_rich
Vegetable Khichdi 1762,lunch,403,15.0,52.8,15.5,vegetarian,gujarati,1,weight_loss|light
Fruit Bowl 1763,breakfast,225,12.8,25.8,6.7,vegan,north_indian,1,balanced|beginner
Paneer Sandwich 1764,breakfast,269,10.9,30.5,5.7,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat 1765,snack,198,17.1,22.4,19.9,vegetarian,south_indian,0,improve_stamina|carb_rich
Roti Sabji 1766,dinner,380,25.1,50.5,11.0,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes 1767,snack,293,16.7,52.7,12.1,vegetarian,kerala,1,balanced|beginner
Paneer Bhurji 1768,dinner,353,17.6,45.9,21.3,vegetarian,punjabi,0,weight_loss|light
Fish Curry Rice 1769,lunch,665,27.1,53.8,12.1,non_vegetarian,bengali,0,muscle_gain|high_protein
Paneer Bhurji 1770,dinner,606,7.7,68.4,14.2,vegetarian,south_indian,0,balanced|beginner
Dal Tadka 1771,dinner,378,12.2,53.0,16.5,vegetarian,north_indian,1,balanced|beginner
Chicken Curry Rice 1772,lunch,533,16.2,64.0,14.2,non_vegetarian,hyderabadi,0,weight_loss|light
Vegetable Poha 1773,breakfast,195,9.1,57.3,5.8,vegetarian,punjabi,1,weight_loss|light
Roasted Chana 1774,snack,159,19.5,54.4,24.4,vegan,south_indian,0,muscle_gain|high_protein
Fish Curry Rice 1775,lunch,559,26.5,27.0,15.7,non_vegetarian,punjabi,0,muscle_gain|high_protein
Fish Curry Rice 1776,lunch,387,18.5,71.6,16.7,non_vegetarian,gujarati,1,weight_loss|light
Paneer Cubes 1777,snack,132,10.2,64.3,18.4,vegetarian,bengali,0,weight_loss|light
Fish Fry 1778,dinner,655,36.3,45.6,14.0,non_vegetarian,bengali,0,muscle_gain|high_protein
Sprouts Salad 1779,snack,231,29.0,29.2,23.9,vegan,rajasthani,0,muscle_gain|high_protein
Idli Sambar 1780,breakfast,160,14.6,43.1,14.7,vegetarian,punjabi,1,improve_stamina|carb_rich
Tofu Scramble 1781,breakfast,197,11.0,59.8,9.8,vegan,maharashtrian,1,improve_stamina|carb_rich
Kadhi Rice 1782,lunch,611,13.4,45.9,13.3,vegetarian,bengali,0,improve_stamina|carb_rich
Vegetable Soup 1783,dinner,440,39.7,20.1,14.0,vegan,rajasthani,1,muscle_gain|high_protein
Roasted Chana 1784,snack,186,19.2,53.7,6.7,vegan,bengali,1,balanced|beginner
Paneer Bhurji 1785,dinner,687,8.3,51.0,4.6,vegetarian,north_indian,0,improve_stamina|carb_rich
Upma 1786,breakfast,339,15.7,26.8,21.7,vegetarian,south_indian,0,balanced|beginner
Chicken Curry Rice 1787,lunch,547,14.5,26.0,8.8,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Stir Fry 1788,lunch,650,5.3,57.3,9.6,vegan,mixed,0,weight_loss|light
Egg Curry 1789,dinner,652,37.0,62.2,9.1,non_vegetarian,north_indian,0,muscle_gain|high_protein
Fruit Bowl 1790,breakfast,372,39.4,24.1,19.4,vegan,maharashtrian,0,muscle_gain|high_protein
Paneer Cubes 1791,snack,126,25.6,46.0,22.7,vegetarian,maharashtrian,0,muscle_gain|high_protein
Protein Shake 1792,snack,116,9.3,43.4,13.8,vegetarian,north_indian,1,weight_loss|light
Paneer Cubes 1793,snack,272,44.7,34.9,14.4,vegetarian,punjabi,1,muscle_gain|high_protein
Egg Curry 1794,dinner,522,41.6,77.1,19.1,non_vegetarian,hyderabadi,0,muscle_gain|high_protein
Buttermilk 1795,snack,255,7.3,69.2,11.1,vegetarian,bengali,1,balanced|beginner
Paneer Bhurji 1796,dinner,622,15.2,56.2,16.7,vegetarian,south_indian,0,weight_loss|light
Paneer Roti 1797,lunch,572,6.6,74.6,4.8,vegetarian,maharashtrian,0,weight_loss|light
Fruit Salad 1798,snack,142,12.7,80.0,24.0,vegan,punjabi,0,weight_loss|light
Protein Shake 1799,snack,215,10.2,67.4,8.8,vegetarian,south_indian,1,weight_loss|light
Paneer Sandwich 1800,breakfast,439,8.5,23.2,19.3,vegetarian,bengali,0,weight_loss|light
Dal Rice 1801,lunch,604,19.0,54.7,17.9,vegetarian,kerala,0,improve_stamina|carb_rich
Egg Curry 1802,dinner,587,38.2,52.1,22.9,non_vegetarian,mixed,0,muscle_gain|high_protein
Fish Curry Rice 1803,lunch,465,18.1,46.8,8.3,non_vegetarian,punjabi,1,balanced|beginner
Buttermilk 1804,snack,246,17.1,32.2,6.9,vegetarian,bengali,1,weight_loss|light
Paneer Sandwich 1805,breakfast,174,16.3,39.7,12.8,vegetarian,hyderabadi,1,balanced|beginner
Hyderabadi Biryani 1806,lunch,422,27.0,34.8,9.0,non_vegetarian,rajasthani,1,muscle_gain|high_protein
Thepla 1807,breakfast,298,8.0,76.8,16.9,vegetarian,south_indian,1,improve_stamina|carb_rich
Sprouts Salad 1808,snack,103,17.8,20.4,6.2,vegan,south_indian,1,balanced|beginner
Oats with Milk 1809,breakfast,411,8.4,34.6,11.6,vegetarian,punjabi,1,balanced|beginner
Sabudana Khichdi 1810,breakfast,209,8.7,55.8,7.1,vegetarian,rajasthani,1,balanced|beginner
Roasted Chana 1811,snack,295,15.4,56.8,12.8,vegan,bengali,1,improve_stamina|carb_rich
Roasted Chana 1812,snack,180,11.8,77.9,7.9,vegan,north_indian,1,improve_stamina|carb_rich
Paneer Sandwich 1813,breakfast,298,30.6,40.2,23.9,vegetarian,hyderabadi,0,muscle_gain|high_protein
Roti Sabji 1814,dinner,639,19.4,52.5,14.4,vegetarian,mixed,0,balanced|beginner
Sprouts Salad 1815,snack,154,13.3,25.3,10.2,vegan,rajasthani,1,weight_loss|light
Vegetable Khichdi 1816,lunch,423,14.7,40.3,11.6,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Vegetable Soup 1817,dinner,490,30.7,38.3,23.3,vegan,kerala,0,muscle_gain|high_protein
Mixed Veg Curry 1818,dinner,565,19.4,74.5,12.5,vegetarian,hyderabadi,0,muscle_gain|high_protein
Upma 1819,breakfast,159,7.3,72.3,24.7,vegetarian,south_indian,0,balanced|beginner
Idli Sambar 1820,breakfast,375,16.6,31.9,16.6,vegetarian,hyderabadi,1,balanced|beginner
Paneer Cubes 1821,snack,93,11.6,68.2,22.6,vegetarian,gujarati,0,improve_stamina|carb_rich
Paneer Cubes 1822,snack,178,18.2,65.5,19.6,vegetarian,hyderabadi,0,muscle_gain|high_protein
Dal Rice 1823,lunch,516,6.5,39.8,4.8,vegetarian,south_indian,0,weight_loss|light
Protein Shake 1824,snack,81,24.8,20.0,5.7,vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Soup 1825,dinner,528,23.3,37.7,9.4,vegan,maharashtrian,0,muscle_gain|high_protein
Masala Omelette 1826,breakfast,410,12.5,58.9,13.1,non_vegetarian,rajasthani,1,weight_loss|light
Fish Fry 1827,dinner,552,13.3,49.4,10.2,non_vegetarian,maharashtrian,0,weight_loss|light
Kadhi Rice 1828,lunch,487,7.8,50.7,16.9,vegetarian,bengali,1,balanced|beginner
Tofu Scramble 1829,breakfast,374,5.3,52.0,21.2,vegan,north_indian,0,balanced|beginner
Vegetable Soup 1830,dinner,456,10.5,30.7,11.4,vegan,kerala,1,improve_stamina|carb_rich
Thepla 1831,breakfast,268,11.3,62.3,4.0,vegetarian,south_indian,1,balanced|beginner
Paneer Bhurji 1832,dinner,700,9.9,48.9,20.9,vegetarian,hyderabadi,0,balanced|beginner
Roti Sabji 1833,dinner,430,17.9,47.7,6.3,vegetarian,south_indian,1,weight_loss|light
Tofu Scramble 1834,breakfast,192,18.1,34.4,10.8,vegan,south_indian,1,muscle_gain|high_protein
Fruit Salad 1835,snack,279,40.4,35.8,17.2,vegan,mixed,1,muscle_gain|high_protein
Protein Shake 1836,snack,147,16.5,35.7,15.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat 1837,snack,248,14.5,37.3,11.8,vegan,hyderabadi,1,balanced|beginner
Paneer Bhurji 1838,dinner,676,19.0,51.2,16.5,vegetarian,hyderabadi,0,balanced|beginner
Sabudana Khichdi 1839,breakfast,275,19.7,26.9,6.4,vegetarian,gujarati,1,improve_stamina|carb_rich
Thepla 1840,breakfast,360,19.6,34.5,19.5,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Bhurji 1841,dinner,626,11.6,58.7,20.3,vegetarian,north_indian,0,balanced|beginner
Sprouts Salad 1842,snack,262,17.2,68.3,7.9,vegan,kerala,1,balanced|beginner
Egg Curry 1843,dinner,365,31.2,43.7,10.8,non_vegetarian,hyderabadi,1,muscle_gain|high_protein
Protein Shake 1844,snack,180,19.8,63.5,6.8,vegetarian,kerala,1,improve_stamina|carb_rich
Paneer Roti 1845,lunch,516,15.9,67.0,20.1,vegetarian,rajasthani,0,balanced|beginner
Rajma Chawal 1846,lunch,630,22.9,68.6,23.7,vegetarian,maharashtrian,0,muscle_gain|high_protein
Grilled Chicken 1847,dinner,573,13.6,61.8,13.8,non_vegetarian,south_indian,0,balanced|beginner
Vegetable Khichdi 1848,lunch,368,34.1,46.6,22.1,vegetarian,maharashtrian,0,muscle_gain|high_protein
Roasted Chana 1849,snack,124,18.0,34.6,17.9,vegan,mixed,1,balanced|beginner
Fruit Salad 1850,snack,212,14.8,72.0,11.2,vegan,south_indian,1,improve_stamina|carb_rich
Sprouts Salad 1851,snack,245,18.7,34.7,8.0,vegan,punjabi,1,balanced|beginner
Fruit Bowl 1852,breakfast,436,16.7,58.6,18.3,vegan,hyderabadi,0,weight_loss|light
Egg Curry 1853,dinner,680,14.3,61.6,22.9,non_vegetarian,gujarati,0,balanced|beginner
Vegetable Khichdi 1854,lunch,490,17.0,75.1,3.2,vegetarian,bengali,1,balanced|beginner
Rajma Chawal 1855,lunch,510,41.4,26.9,8.4,vegetarian,kerala,0,muscle_gain|high_protein
Tofu Scramble 1856,breakfast,237,7.8,34.9,18.9,vegan,mixed,0,balanced|beginner
Rajma Chawal 1857,lunch,531,19.3,30.8,18.3,vegetarian,gujarati,0,improve_stamina|carb_rich
Tofu Scramble 1858,breakfast,267,9.1,48.6,5.2,vegan,punjabi,1,balanced|beginner
Grilled Chicken 1859,dinner,580,38.4,63.2,14.6,non_vegetarian,gujarati,0,muscle_gain|high_protein
Chicken Curry Rice 1860,lunch,692,13.8,48.1,19.3,non_vegetarian,bengali,0,weight_loss|light
Sabudana Khichdi 1861,breakfast,428,7.5,42.2,7.4,vegetarian,hyderabadi,1,weight_loss|light
Fish Fry 1862,dinner,515,19.0,46.7,7.5,non_vegetarian,maharashtrian,0,improve_stamina|carb_rich
Paneer Roti 1863,lunch,493,36.2,32.2,18.1,vegetarian,bengali,0,muscle_gain|high_protein
Egg Curry 1864,dinner,551,7.5,53.1,6.5,non_vegetarian,maharashtrian,0,balanced|beginner
Egg Curry 1865,dinner,409,10.0,61.3,8.4,non_vegetarian,maharashtrian,1,improve_stamina|carb_rich
Fish Fry 1866,dinner,660,13.7,34.2,19.7,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Vegetable Soup 1867,dinner,629,12.3,62.3,12.3,vegan,south_indian,0,weight_loss|light
Protein Shake 1868,snack,181,12.5,35.2,15.8,vegetarian,gujarati,1,improve_stamina|carb_rich
Fruit Salad 1869,snack,118,11.5,22.2,4.5,vegan,north_indian,1,improve_stamina|carb_rich
Corn Chaat 1870,snack,253,23.7,24.5,8.8,vegan,maharashtrian,1,muscle_gain|high_protein
Fish Fry 1871,dinner,493,35.7,48.7,9.5,non_vegetarian,kerala,1,muscle_gain|high_protein
Paneer Cubes 1872,snack,113,15.6,41.0,4.4,vegetarian,bengali,1,improve_stamina|carb_rich
Roti Sabji 1873,dinner,674,10.8,27.9,6.1,vegetarian,mixed,0,improve_stamina|carb_rich
Kadhi Rice 1874,lunch,561,35.5,67.3,16.2,vegetarian,north_indian,0,muscle_gain|high_protein
Chicken Curry Rice 1875,lunch,585,16.1,79.8,12.2,non_vegetarian,kerala,0,improve_stamina|carb_rich
Tofu Stir Fry 1876,lunch,381,38.7,26.0,13.5,vegan,rajasthani,1,muscle_gain|high_protein
Grilled Chicken 1877,dinner,394,18.5,62.4,8.2,non_vegetarian,mixed,1,weight_loss|light
Paneer Bhurji 1878,dinner,683,23.7,39.8,17.5,vegetarian,south_indian,0,muscle_gain|high_protein
Paneer Cubes 1879,snack,157,16.9,55.0,21.2,vegetarian,punjabi,0,weight_loss|light
Roti Sabji 1880,dinner,606,14.6,48.8,5.4,vegetarian,south_indian,0,balanced|beginner
Dal Tadka 1881,dinner,466,8.4,59.5,14.2,vegetarian,rajasthani,1,balanced|beginner
Paneer Sandwich 1882,breakfast,414,29.9,65.6,8.3,vegetarian,punjabi,1,muscle_gain|high_protein
Sprouts Salad 1883,snack,271,34.2,71.7,10.1,vegan,punjabi,1,muscle_gain|high_protein
Peanut Chaat 1884,snack,193,19.7,46.5,25.0,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Tofu Curry 1885,dinner,384,8.4,57.0,20.7,vegan,kerala,0,improve_stamina|carb_rich
Peanut Chaat 1886,snack,204,12.5,55.8,23.7,vegetarian,south_indian,0,balanced|beginner
Grilled Chicken 1887,dinner,671,42.2,74.0,9.5,non_vegetarian,rajasthani,0,muscle_gain|high_protein
Dal Tadka 1888,dinner,426,27.5,49.7,13.5,vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji 1889,lunch,624,30.0,56.5,22.1,vegetarian,kerala,0,muscle_gain|high_protein
Rajma Chawal 1890,lunch,463,38.1,42.9,23.4,vegetarian,bengali,0,muscle_gain|high_protein
Paneer Sandwich 1891,breakfast,286,16.7,47.6,16.8,vegetarian,punjabi,1,balanced|beginner
Pav Bhaji 1892,lunch,602,15.4,69.8,8.9,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Fish Fry 1893,dinner,600,33.3,67.9,13.9,non_vegetarian,maharashtrian,0,muscle_gain|high_protein
Tofu Stir Fry 1894,lunch,627,14.8,41.6,24.3,vegan,hyderabadi,0,improve_stamina|carb_rich
Buttermilk 1895,snack,90,43.1,47.3,20.5,vegetarian,south_indian,0,muscle_gain|high_protein
Roasted Chana 1896,snack,101,41.1,71.8,15.8,vegan,rajasthani,1,muscle_gain|high_protein
Egg Curry 1897,dinner,491,10.0,58.4,17.0,non_vegetarian,kerala,1,improve_stamina|carb_rich
Idli Sambar 1898,breakfast,168,31.4,58.6,18.0,vegetarian,gujarati,1,muscle_gain|high_protein
Sprouts Salad 1899,snack,113,15.8,71.9,14.6,vegan,bengali,1,improve_stamina|carb_rich
Mixed Veg Curry 1900,dinner,381,13.8,28.1,23.6,vegetarian,kerala,0,weight_loss|light
Corn Chaat 1901,snack,238,11.1,34.1,4.2,vegan,hyderabadi,1,improve_stamina|carb_rich
Paneer Roti 1902,lunch,361,16.3,28.3,16.3,vegetarian,kerala,1,improve_stamina|carb_rich
Sabudana Khichdi 1903,breakfast,272,17.5,39.4,11.4,vegetarian,north_indian,1,weight_loss|light
Pav Bhaji 1904,lunch,466,7.7,20.5,18.3,vegetarian,punjabi,0,balanced|beginner
Buttermilk 1905,snack,182,17.2,45.7,11.8,vegetarian,maharashtrian,1,balanced|beginner
Egg Curry 1906,dinner,568,10.7,70.6,21.2,non_vegetarian,hyderabadi,0,balanced|beginner
Roasted Chana 1907,snack,296,8.1,45.9,15.3,vegan,mixed,1,weight_loss|light
Tofu Curry 1908,dinner,396,38.3,71.5,11.7,vegan,rajasthani,1,muscle_gain|high_protein
Corn Chaat 1909,snack,247,26.5,63.6,19.1,vegan,rajasthani,0,muscle_gain|high_protein
Paneer Sandwich 1910,breakfast,420,14.7,59.1,18.5,vegetarian,rajasthani,0,weight_loss|light
Boiled Eggs 1911,snack,114,10.5,51.2,23.3,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Buttermilk 1912,snack,152,11.6,46.3,22.5,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Sabudana Khichdi 1913,breakfast,176,8.1,56.5,6.6,vegetarian,south_indian,1,balanced|beginner
Sprouts Salad 1914,snack,242,14.4,70.0,13.3,vegan,north_indian,1,weight_loss|light
Kadhi Rice 1915,lunch,475,11.9,64.4,24.0,vegetarian,punjabi,0,weight_loss|light
Roasted Chana 1916,snack,269,8.9,71.0,4.5,vegan,rajasthani,1,balanced|beginner
Paneer Cubes 1917,snack,191,25.8,47.5,21.5,vegetarian,north_indian,0,muscle_gain|high_protein
Roti Sabji 1918,dinner,640,9.6,29.3,23.4,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Buttermilk 1919,snack,235,39.7,29.2,21.3,vegetarian,punjabi,0,muscle_gain|high_protein
Roti Sabji 1920,dinner,472,6.3,27.5,12.8,vegetarian,gujarati,1,weight_loss|light
Pav Bhaji 1921,lunch,463,16.2,33.2,22.9,vegetarian,mixed,0,improve_stamina|carb_rich
Tofu Scramble 1922,breakfast,338,15.5,20.8,3.3,vegan,north_indian,1,balanced|beginner
Peanut Chaat 1923,snack,223,15.6,27.6,11.3,vegetarian,bengali,1,improve_stamina|carb_rich
Thepla 1924,breakfast,233,19.1,72.8,13.4,vegetarian,mixed,1,weight_loss|light
Grilled Chicken 1925,dinner,505,34.0,50.1,19.1,non_vegetarian,gujarati,0,muscle_gain|high_protein
Roti Sabji 1926,dinner,465,9.5,65.0,15.4,vegetarian,hyderabadi,1,balanced|beginner
Fruit Bowl 1927,breakfast,329,13.3,65.6,3.3,vegan,punjabi,1,balanced|beginner
Protein Shake 1928,snack,190,14.4,40.1,12.6,vegetarian,bengali,1,balanced|beginner
Thepla 1929,breakfast,203,13.7,56.5,6.5,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Chicken Curry Rice 1930,lunch,605,14.3,51.7,20.5,non_vegetarian,hyderabadi,0,balanced|beginner
Fish Fry 1931,dinner,422,19.9,34.1,5.3,non_vegetarian,mixed,1,improve_stamina|carb_rich
Dal Rice 1932,lunch,450,8.8,59.4,20.0,vegetarian,south_indian,0,weight_loss|light
Fish Curry Rice 1933,lunch,450,16.0,25.1,23.6,non_vegetarian,gujarati,0,balanced|beginner
Roasted Chana 1934,snack,261,8.0,66.7,18.7,vegan,punjabi,0,improve_stamina|carb_rich
Sprouts Salad 1935,snack,213,23.3,40.5,23.9,vegan,north_indian,0,muscle_gain|high_protein
Egg Curry 1936,dinner,529,12.0,33.8,19.0,non_vegetarian,rajasthani,0,improve_stamina|carb_rich
Egg Curry 1937,dinner,664,19.0,25.3,3.2,non_vegetarian,hyderabadi,0,improve_stamina|carb_rich
Tofu Stir Fry 1938,lunch,479,30.7,39.8,23.0,vegan,mixed,0,muscle_gain|high_protein
Grilled Chicken 1939,dinner,594,8.1,27.7,4.0,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Vegetable Soup 1940,dinner,644,14.6,78.5,4.2,vegan,hyderabadi,0,weight_loss|light
Peanut Chaat 1941,snack,277,19.2,64.5,24.9,vegetarian,kerala,0,balanced|beginner
Vegetable Poha 1942,breakfast,359,35.2,30.4,5.7,vegetarian,bengali,1,muscle_gain|high_protein
Fruit Salad 1943,snack,295,8.2,47.1,5.9,vegan,gujarati,1,improve_stamina|carb_rich
Peanut Chaat 1944,snack,248,39.5,56.0,19.0,vegetarian,north_indian,0,muscle_gain|high_protein
Roti Sabji 1945,dinner,627,39.2,20.0,21.0,vegetarian,kerala,0,muscle_gain|high_protein
Thepla 1946,breakfast,442,17.9,65.0,10.4,vegetarian,bengali,1,improve_stamina|carb_rich
Vegetable Soup 1947,dinner,483,17.6,43.2,22.5,vegan,maharashtrian,0,weight_loss|light
Vegetable Poha 1948,breakfast,161,33.4,72.8,14.7,vegetarian,kerala,1,muscle_gain|high_protein
Vegetable Poha 1949,breakfast,248,14.1,20.6,3.9,vegetarian,kerala,1,improve_stamina|carb_rich
Kadhi Rice 1950,lunch,468,13.1,37.0,21.5,vegetarian,bengali,0,weight_loss|light
Vegetable Khichdi 1951,lunch,601,15.5,20.7,10.7,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Peanut Chaat 1952,snack,126,5.1,23.1,23.3,vegetarian,south_indian,0,improve_stamina|carb_rich
Tofu Curry 1953,dinner,642,18.0,37.1,13.6,vegan,hyderabadi,0,weight_loss|light
Paneer Sandwich 1954,breakfast,449,5.6,55.5,15.6,vegetarian,kerala,1,improve_stamina|carb_rich
Oats with Milk 1955,breakfast,172,7.4,75.5,15.9,vegetarian,rajasthani,1,improve_stamina|carb_rich
Peanut Chaat 1956,snack,174,7.3,71.5,21.3,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Mixed Veg Curry 1957,dinner,475,12.1,44.7,18.2,vegetarian,hyderabadi,0,balanced|beginner
Tofu Stir Fry 1958,lunch,680,13.2,69.5,24.6,vegan,kerala,0,balanced|beginner
Corn Chaat 1959,snack,189,35.9,53.0,8.6,vegan,bengali,1,muscle_gain|high_protein
Chicken Curry Rice 1960,lunch,607,7.7,26.8,12.1,non_vegetarian,kerala,0,weight_loss|light
Fish Fry 1961,dinner,467,13.8,26.7,11.5,non_vegetarian,south_indian,1,balanced|beginner
Masala Omelette 1962,breakfast,237,7.3,70.6,10.2,non_vegetarian,mixed,1,balanced|beginner
Corn Chaat 1963,snack,139,5.7,56.8,5.1,vegan,kerala,1,balanced|beginner
Roti Sabji 1964,dinner,591,8.7,35.3,22.8,vegetarian,punjabi,0,weight_loss|light
Corn Chaat 1965,snack,184,10.9,76.6,18.4,vegan,punjabi,0,weight_loss|light
Dal Tadka 1966,dinner,640,19.2,46.8,16.2,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Chicken Curry Rice 1967,lunch,360,16.1,41.0,19.1,non_vegetarian,kerala,0,improve_stamina|carb_rich
Sabudana Khichdi 1968,breakfast,241,37.8,52.3,18.2,vegetarian,gujarati,0,muscle_gain|high_protein
Fruit Bowl 1969,breakfast,197,11.9,49.9,21.6,vegan,gujarati,0,balanced|beginner
Paneer Roti 1970,lunch,465,12.9,37.9,4.5,vegetarian,punjabi,1,balanced|beginner
Dal Tadka 1971,dinner,557,16.0,28.7,4.5,vegetarian,rajasthani,0,improve_stamina|carb_rich
Sabudana Khichdi 1972,breakfast,430,5.1,54.1,12.9,vegetarian,punjabi,1,balanced|beginner
Mixed Veg Curry 1973,dinner,450,5.7,42.3,23.7,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Cubes 1974,snack,129,15.1,79.2,15.7,vegetarian,mixed,1,weight_loss|light
Hyderabadi Biryani 1975,lunch,398,5.6,48.4,15.2,non_vegetarian,punjabi,1,weight_loss|light
Fruit Bowl 1976,breakfast,214,8.0,52.4,4.3,vegan,punjabi,1,weight_loss|light
Paneer Bhurji 1977,dinner,692,17.9,49.0,22.2,vegetarian,hyderabadi,0,balanced|beginner
Hyderabadi Biryani 1978,lunch,579,14.7,62.8,16.1,non_vegetarian,maharashtrian,0,balanced|beginner
